free_text,label_id,dataset
láo nhể.tôi đi chưa bị bao h,0,vihsd
sướng ta ở nhà cx có lương,0,vihsd
quách trúc ko lẽ h tao lại ngoèn rủa hả trúc =)),0,vihsd
đặng tiến hoàng sếp tổng đi lạc đâu đây sếp,0,vihsd
tiên nguyễn chứ ai nữa,0,vihsd
"""quên rep""",0,vlsp
.nhìn bát mỳ em sót cho anh quá :((((,0,vihsd
"""con vợ nhây vl""",0,vlsp
thôi a im mẹ mồm đi :v,1,vihsd
nhận order balo giá bèo,0,vihsd
t vẫn chưa hiểu chữ “tiếc ziên” nghĩa là gì,0,vihsd
ok a,0,vihsd
thà im lặng còn giữ dc tình bạn. tỏ tình xong thành 2 người dưng,0,vihsd
"""the pizza company vietnam ok ban minh có dịch_vụ ship mua hộ khách hay mua bên bạn vincom cam on nhe""",0,vlsp
"""cha bă gjang thân yeu say anh thi theo ve_nha anh mi nh cu ng nâ cơm_canh va cu ng anh chung bê lư_hô ng""",0,vlsp
"""tướng nhở tki tug skill chính_xác khó vl""",0,vlsp
"""tiên đặng_uh chú củng ap dụng tù nam tuoi ma_chua thay gi""",0,vlsp
"""tủ đồ trulie    trulie nguyễn""",0,vlsp
"mình góp ý nhé. ý kiến của mình là như này mình nói ra nếu mất lòng anh em thì mình cũng chịu, tại vì mình cũng chỉ đóng góp một chút ý kiến cho anh em biết là mình cũng là một người có ý kiến mình là con người không thích nói dài dòng chỉ đơn giản muố",0,vihsd
k phải khen chứ phim dỡ vkl,0,vihsd
"""tân hoa_hậu quận buồn_cười vl""",0,vlsp
"tiên nữ xuống hạ trần tí thôi , làm gì căng",0,vihsd
"""em lại cứng vl""",0,vlsp
"""chả biết giờ này đang làm gì có ngủ được không giờ này mẹ con_em đang nhớ lắm ngọc híp nguyễn_hữu tùng""",0,vlsp
"uh,dung roi,du ma no nua di admin",2,vihsd
đm chuẩn bị đi học tiếng tàu thôi là vừa,1,vihsd
"""đại_lý xinh_đẹp giỏi_giang nhà em ceo mỹ_viện nyny beauty tất_bật chuẩn_bị hành_trang lên_đường dự thi hoa_hậu doanh_nhân tại đài loan chuyên_trang về thông_tin đời_sống của phái_đẹp cuộc thi hoa_hậu sắc_đẹp việt nam quốc_tế sẽ diễn ra tại đài loan vào tháng tới chỉ còn vài ngày nữa cuộc thi mới chính_thức khởi_động nhưng sức nóng của cuộc thi đã có hiệu_ứng lan_tỏa mạnh doanh_nhân trẻ nguyễn_thị hồng""",0,vlsp
chửi hay wá chửi tiếp ik chụy ba,0,vihsd
"bạn nói đúng đấy! người khác chỉ đánh giá sự thành công của bạn nhưng họ không chấp nhận sự nỗ lực của bạn đâu! tiền ai trả muốn, nhưng cuộc sống này mới phức tạp, khi họ thấy đồng tiền nó quá bạc beo",0,vihsd
shop pe bán giày giá được vl,0,vihsd
"công ty có đúng 1 thành viên bởi zậy ko cắt giảm là đúng rồi, vừa là ceo vừa làm mẫu vừa đi ship hàng luôn mà =))",0,vihsd
tuyet bui thi sợ qá c nhỉ.,0,vihsd
#error!,2,vihsd
phong hoài chỉ cần một cái khoác tay tôm tôm... công ty chúng ta đã bị phá sản thanh ăn mài bank,0,vihsd
nó có lây qua đường máu đéo đâu,0,vihsd
toàn là những con người thiếu ý thức mà ra cầu mong dừng lại ở con số này thôi chứ lo lắng quá đi cầu cho máy cha máy mẹ đừng đi tùm lum nữa làm khổ nhiều người lắm muốn chết về nhà đóng cửa chết mình mẹ đi,2,vihsd
có biết vì sao cnxh xếp sau cùng trong các hình thái kinh tế của thế giới không? vì nước nào áp dụng nó sẽ bị diệt vong cmnr còn tồn tại đâu mà áp dụng hình thái kinh tế khác.,2,vihsd
quá đáng thực sự luôn các ông à,0,vihsd
"""alô alô loa loa loa chấp_nhận sinh_viên làm hè haha đã tuyển lại và đi ca cty copal tuyển lđpt nữ thời_vụ và chính_thức lương_cơ_bản tháng chuyên_cần tháng nhà tháng phụ_cấp đi_lại tháng_ăn sáng tháng phép năm_tháng bảo_hiểm_tháng cụ_thể ngày_đêm ngày_đêm chỉ cần chứng_minh gốc đi làm ngay đăng_ký vui_lòng alo tuấn zalo fb""",0,vlsp
"""hoàng_tùng xấu vl""",0,vlsp
"""vãi cả thần_tượng hưhew""",0,vlsp
"""đầm maxi bi nhí nhún ngực đã về đẹp sức sắc lu xị iem oiiii chất vải voan xịn lớp chun eo lên form bao chuẩn hình màu đen kem giá ngô_thương thương""",0,vlsp
ý thức như l dị đó,1,vihsd
nghe rất vô lý cũng rất thuyết phục,0,vihsd
give away đôi giày thể thai thượng đình giá 80k quán tạp hoá,0,vihsd
vừa mới nói xg,0,vihsd
"""cũng keo_sơn phết nhỉ yến thu tham dinh""",0,vlsp
chúc abe được nhiều sub,0,vihsd
"""link chip kinh vl""",1,vlsp
"""vl thằng""",0,vlsp
toi hi vong ong noi la dung,0,vihsd
"""sang chảnh vl luôn""",0,vlsp
nhin thay em noi chuyen co duyen qua,0,vihsd
bác dũng 2 khóa thì cũng về dc rồi :t,0,vihsd
"""ước vl""",0,vlsp
xin slot. ngày mai đi luôn,0,vihsd
khong sao a ưii,0,vihsd
"""mần_lệ ơi tuyet tinh ga thiêm nguyễn""",0,vlsp
cực kì thuyết phục :3,0,vihsd
nóng thật,0,vihsd
"""đến với nhau chuyến để kỹ niệm đi chứ vui đặng_giang nguyễn""",0,vlsp
hiếu bùi giỏi qá cc j cũng biết hết â,2,vihsd
"""hình_ảnh anh_em nào đưa lên thật ấn_tượng""",0,vlsp
rất thiệt tình,0,vihsd
mẹ của con nè,0,vihsd
"""long van pham hóng_hớt vl""",0,vlsp
ngô tấn hưng ông đang nâng trình thầy ba hay kéo trình duke xuống vậy,0,vihsd
to be counted,0,vihsd
có u-lai rồi sợ l j =))),0,vihsd
"""tuan anh thôi cc li do vl""",1,vlsp
"ôi dòi ad não phẳng muốn phản động nhưng k ai bênh mà, chỉ dùng vài bức ảnh, sử dụng pts chèn chữ vào thôi, thật là lạc hậu quá, ad là tg nhà quê.",2,vihsd
"""thất_bại vl""",1,vlsp
đúng rồi,0,vihsd
"""thân gửi facebook meo meo hay méo méo đấy chắc rảnh quá đặt_hàng cho vui xong bom hàng bận_rộn hả mệt_mỏi với quá_khổ cả con bán hàng mà khổ cả ngta đi ship cho ko đc chào thân_ái quyết_thắng mong ko gặp lại thân""",2,vlsp
"""bao cao_su sử_dụng nhiều lần cao_cấp dao nhip to shared live video to the group chợ đông anh đồ_chơi tình_dục cao_cấp đồ_chơi người_lớn bao cao_su dương_vật giả âm_đạo giả bao cao_su sử_dụng nhiều lần cao_cấp đặt_hàng qua sđt zalo website fanpage""",0,vlsp
trời ơi trời abe chơi local brand hả?,0,vihsd
giáo án hay nhất mà e học từ thầy :)),0,vihsd
dlv sủa hộ ?,2,vihsd
từ hôm có dịch thấy người nước ngoài về vn nhiều hơn.du lịch nb thấy toàn tây k.lo lắng quá,0,vihsd
kiều bào ở usa thật may mắn khi có được ông trần cọp để giải trí!!!,0,vihsd
"""tiger thành vô nhận bạn ngay""",0,vlsp
xã hội vn thối nát rồi... bây h chúng nó chỉ mong vơ vét của dân cho nhiều rồi chuồn ra nước ngoài thôi.. phải có một hồ chủ tịch thứ hai,2,vihsd
thu ha con chó bằng bưởi là của bố bạn à :)))))))),0,vihsd
"""thanh pham nghĩ giàu làm_giàu sự hiểu_biết của bạn có_thể bây_giờ chưa cần nhưng trong những trường_hợp cấp_bách sẽ giúp_đỡ được nhiều người hoặc làm nhiều điều nghĩa follow người trẻ làm_nên nghiệp lớn adp nguoitre hieubiet italkvietnam nguồn nghĩ giàu làm_giàu""",0,vlsp
"chửi một lần nữa, yêu cầu ad kiểm tra lại cách ""đưa tin"" của mình:",2,vihsd
"""quoc anh phung th lz bỏ bạn ôn chắc vô mà th lz""",2,vlsp
lại đêu,0,vihsd
"""sao call bày_đặt vl""",0,vlsp
"""chuẩn cơm mẹ nấu vl""",0,vlsp
@ss a bê đê đó má,0,vihsd
huynh minh duc,0,vihsd
diễn viên hô ni hút mà ngại gì mấy khác kk,0,vihsd
"""huyền_mẩu shared live video to the group phù_ninh việt trì phú thọ_hải tức vl""",0,vlsp
"""hi sừng dài vl""",1,vlsp
xay bột nữa đêm cuời xĩu .....,0,vihsd
nguyễn thị duyên vậy thì làm sao vượt qua sóng gió cuộc đời,0,vihsd
a lại làm e xao xuyến rồi,0,vihsd
"""so vn phát_triển bao_nhiêu năm còn các nước trong đna phát_triển bao_nhiêu năm mà so gdp ngu vl""",0,vlsp
t nghĩ đây là djchip :)),0,vihsd
trần dần đã lộ thật thân thế là cảm tình viên của việt cộng,0,vihsd
"""nay sen bán thêm quần_áo mới mọi người ủng_hộ cho sen với nhé_sen trịnh_hạnh nguyễn""",0,vlsp
"""cảm_ơn nhiều""",0,vlsp
"""mai chính anh tuấn mãiyêu hc mai anh trần_vũ kha xin xin nguyễn_thành phúç lâm xin mọi người đừng ăn thịt chó danongbui""",0,vlsp
"chuẩn r, nước ngoài cũng có chuyện như thế này mà chẳng ai nói, ở vn chạy xe ko theo luật còn làm càn",0,vihsd
"""chứ ko phải là ko ai chứa đc hả""",0,vlsp
thằng việt quá ngu nhưng lại a dua thằng trung cẩu,2,vihsd
"""thanks món quà của cô bạn già nhá đẹp lung_linh luôn hoàng hằng đinh hoa""",0,vlsp
"""hỗ_trợ online với các gói vay tr_tr_tr_tr trả_góp qua ngân_hàng không mất phí làm hồ_sơ vay qua cmt sổ hộ_khẩu hoặc cmt bằng lái_xe vay qua hoá_đơn tiền điện vay qua giấy_tờ chứng_minh thu_nhập điều_kiện vay trên tuổi không có nợ xấu lãi_suất cực thấp dải_ngân sau tiếng không thế_chấp không giữ giấy_tờ gốc cam_kết bảo_mật thông_tin khách_hàng tư_vấn viên""",0,vlsp
jack càng ngày càng tuột phong độ (ý kiến riêng),0,vihsd
đúng  là  chỉ  còn  loi  kg mà  hai  văn  được,0,vihsd
thô nhưng thật :)),0,vihsd
"""nguyễn_yến phương bớt tạo nghiệp cho tao nhờ""",0,vlsp
"""tôi luôn cho khách_hàng sự yên_tâm khi chọn và sử_dụng sản_phẩm của mình vì sao mức giá của tôi vẫn luôn cao hơn các đối_thủ cạnh_tranh mà tôi vẫn có lượng khách_hàng ổn_định khách_hàng đây là họ tự giới_thiệu cho nhau và họ tự liên_lạc đến với tôi đơn_giản vì họ tin sản_phẩm của tôi làm ra""",0,vlsp
"chuẩn bị giảm lương, tăng giờ làm, hết vốn hỗ trợ oda rồi còn thêm đường ống nước sông đà do mẫu quốc làm, rồi biển thì bán dần vì dân không biết cột mốc ở đâu, thằng nào giỏi thì chỉ có chết cứ ngu như thí chủ thì sống nham nhở cũng vui",0,vihsd
:)))))),0,vihsd
đúng rồi cô ơi cô mình hiếu yêu cô,0,vihsd
"""origi hợp phong thủy_vl""",0,vlsp
"""set sơmi nâu cổ vest váy form về rùi nha set đồ quá là dễ_thương dành cho các nàng đi làm hay đi học đi chơi đều xinhhhhh nhé form áo cổ vest nhẹ_nhàng mà kín_đáo chân váy form dễ mặc tách rời mix cùng item khác đều đc freesize chất đũi linen nhẹ mát giá set thương thương võ""",0,vlsp
chất khỏi nói,0,vihsd
"""dành cho những bạn lười thoa kem nhé trc khi đi chơi đi tiệc có ngây làn da căng mịn trắng như tuyết thay sữa tắm hàng ngày luôn cunge đc nhé dùng cho cả mặt và body giá""",0,vlsp
ngủ trên li quăng mà lăn qua lăn lại =)),0,vihsd
avt hình ai z a?,0,vihsd
thế là bạn nằm yên cho nó hiếp dâm à.:v,1,vihsd
"""cần bán gấp lô sổ_đỏ chính chủ vỉa_hè đường vị_trí lô đất đối_diện trường cđ việt hàn khu hành_chính mới thị_trấn trới hoa nh bồ_hl qn anh chị_em nào cần mua đất liên_hệ trieu phu nguyen delighted nhung le at thành_phố hạ_long quảng_ninh việt nam""",0,vlsp
"""cay vl vòng""",0,vlsp
"""tao không cần ăn mấy ông_già nữa vả thui nhé thằng đàn_bà""",0,vlsp
khoai thị sắn,0,vihsd
"""lên fan cứng hãnh_diện vl haha""",0,vlsp
do dat ơ kìa idol đi đâu đấy =))),0,vihsd
"""decor còm còm lòtòvò lò tự vẽ những bức tranh của psdelux gửi đến các bạn yêu thích về nghệ_thuật bạn nào cần tải album này về thì để lại email mình sẽ gửi cho nhé album tổng_hợp tất_cả các chủ_đề về nghệ_thuật mà bạn cần album fb lotovo lòtậpvẽ psdelux""",0,vlsp
gáy lên anh ơi tốn bn thế anh,0,vihsd
sub & share: https://tinyurl.com/y5zmfmro,0,vihsd
"""quốc toản dogoquoctoan truongkyhue dogo dodep không_gian tĩnh_lặng lưu_trữ những giá_trị tinh_hoa truyền_thống đồ gỗ quốc toản xin giới_thiệu bộ trường_kỷ huế tam_sơn vai cuốn tích cổ đồ gỗ gụ món hoàn_thiện chu_viên sắc nét hãy nhanh tay liên_hệ với chúng_tôi bạn sẽ được tư_vấn và được sở_hữu những sản_phẩm đẹp cảm_ơn các bác đã tin_tưởng đồ gỗ quốc_toản mọi thông_tin mua_bán đặt_hàng về sản_phẩm mời các bác liên_hệ địa_chỉ liên_hệ đồ gỗ quốc toản đường làng_nghề hải minh hải hậu nam_định sđt zalo fanpage youtube""",0,vlsp
"""đm_cằm nhìn sợ vl""",1,vlsp
"tú ơi, cho abe blue :v",0,vihsd
đau chứ,0,vihsd
chi dep lam qua tuyet voi luon chi oi,0,vihsd
thánh hack tiền đây rồi lấy tiền mua đồ lên cấp hay quá cho em xin một lạy chỉ em với.... sặc bị phát hiện lock acc,0,vihsd
chúc bác và các chiến sỹ sức khỏe luôn dồi dào.,0,vihsd
nhung khi đọc cmt,0,vihsd
"""tý thì quên mấy này bộ các mẹ chỉ cần cmt cân nặng của bé mẫu sdt là chốt đơn cho ak""",0,vlsp
a trung local brand:,0,vihsd
tóc của đì trây chíp,0,vihsd
mãi mãi liềm lone,1,vihsd
h toàn bọn béo ú ngu học làm lớn,2,vihsd
anh ba sa đéc,0,vihsd
căn bệnh nan y không thể dứt. ta nói nầy là cái chết được báo trước ặc ặc ặc,0,vihsd
@phan ngô ok vậy tao im tao ko muốn fan vs fan chửi nhau,0,vihsd
sơn tùng vẫn yên ổn nhé. ai nghi ngờ cách ly luôn rồi. k bận lắm thì về nhà đỡ sợ,0,vihsd
"""yêu ai cx ko dc phép yêu_đời cho khoẻ""",0,vlsp
"""white babydoll dress em đầm babydoll cực đẹpp lên form tiểu_thư lắm nha chất vải lớp cực đẹp viền ren đính ngọc_trai mặt tỉ_mỉ bên trong có lớp lót vải cứng giúp đầm đứng form tạo độ bồng_bềnh em này mặc đi chơi đi tiệc xuất_sắc luôn ạh freesize giá thương thương võ""",0,vlsp
ae cẩn thận đừng lái máy cày sau khi uống rượu nhá,0,vihsd
"""page_chế hay vl""",0,vlsp
"""để coan ghệ này test son là một tội_ác set setmini đặng_duyên thiên_lý""",0,vlsp
"""đậm_đà thứ hai cháy chưa cháy chưaaaaaa hỏi_sỉ điểm chung ai cũng đã dùng qua sản_phẩm muốn bán dùng rồi nghiện vừa bán sp vừa có tiền lại yên_tâm về chất_lượng teamhân chiêu_mộ người có chí_trí phát triễn đường dài nâng_đỡ lên tầm cao nhất mei tư_vấn cần trụ nhiều khu_vực phủ_sóng dày_đặc lê_lý gia hân""",0,vlsp
"""mỹ dung làm ca xoay nha bạn""",0,vlsp
"""nguyễn_hùng gắt vl""",0,vlsp
"""còn thu_nhập của vn thì sao hả thằng chó chết""",2,vlsp
"""câu_chuyện của một người mẹ thiên_nhiên cho_dù giông_bão có quật ngã mẹ cũng sẽ lại vươn lên nuôi các con khôn_lớn to quá cũng khổ""",0,vlsp
"""nhat cuong đi làm vì đam_mê nha""",0,vlsp
chúc kênh panda mau đc 1m sub nha thầy,0,vihsd
"""thì em đi bộ ko cầm đón đâu đi bộ ngắm gái luôn hợp_lí""",0,vlsp
"""đã chia_sẻ dày màu xanh xai""",0,vlsp
"""kim_kim hoa trần mỹ hoa trần_mỹ shop hoa trần_mỹ đầm rút eo giá xuâ sư ha ng thiê kê châ liê cotton lạnh màu vàng hồng size freesize dươ kg khách sỉ ibx fb hoa trần_mỹ zalo tuyển sỉ từ sản_phẩm tuyển ctv chiết_khấu theo từng sản_phẩm""",0,vlsp
mixi gaming hân hạnh tài trợ iphone 11:v,0,vihsd
lê hiếu đọc cả bình luận nữa,0,vihsd
"""nguyễn_uyên uyên chụp ảnh thật cho các chế nhớ nó quá hot luôn trên thị_trường bâyh cực_kì nhiều loại cứ cái gì hot là hàng tràn_lan đủ luôn vẫn tiêu_chí chất chuẩn cho các chế nhé nha các chế kg kg kg xl kg""",0,vlsp
"""giờ mới đc đi côi endgame sống dơ nè thiện nhân mỹ linh at sư vạn hạnh quận thành_phố hồ_chí minh""",0,vlsp
"""trần_luân yêu_quái mak xinh""",0,vlsp
"bắn bỏ hết mẹ lũ tham quan đi, lũ chó",2,vihsd
đã share hy vọng các e nó sớm vào trại,0,vihsd
may chi em.xinh s xac,0,vihsd
mai loan của mày tất :))),0,vihsd
"""hạnh bê hay lét mà xinh""",0,vlsp
ơn giời cậu đây rồi. trần dần chưa chết còn dược xem hài miễn phí dài dài,0,vihsd
chi 3 nói rat dúng. vi chi 3 toan di lua gat nguoi ta de lay tien.kkkk.,0,vihsd
tại sao phải trả lời thầy,0,vihsd
thiếu gì người trên mạng nói đùa cho vui! cần gì phải đính chánh!,0,vihsd
"ơ buồn thế, nhớ ngiu qaa",0,vihsd
quảng ngãi never die :),0,vihsd
"""hoàng_yến clothing hoàng hangmoive hangcosan tạiandahaiphong kolaycapvideo videocuashop váy bbr siêu xịn hàng super luôn chất đẹp tuyệt với luôn ce nha note nhận ship cod toàn_quốc opentime am pm add an đà ngô_quyền hải phòng""",0,vlsp
cực kì cute có nhiều tài lẻ  nhất là cà khịa,0,vihsd
"""chi_tiết các job anh_chị qua fb hoàng_kim hr để biết chi_tiết nha""",0,vlsp
shop pe : đi cùng độ phùng,0,vihsd
ai cung dich corona sau con nho nay khong bi vay ta do khung,2,vihsd
vậy là anh muốn vô quan tài ở hả,2,vihsd
"""trải nghiệm mới phải thật bản_thân mình""",0,vlsp
"""hoàng cường công_lý cách chia gia_tài lạ_lùng quá nghen link full""",0,vlsp
hau nguyen,0,vihsd
"""đc biết thầy đó là điều sẽ thay_đổi cuộc_sống của tôi cảm_ơn thầy cảm_ơn thầy phạm thành long""",0,vlsp
người anh có thu nhập cả trăm 1 tháng vẫn vợt tiền của các em để mua bỉm sữa cho con. nghĩ nó tội các em vl,0,vihsd
full box giá rẻ cho các dân chơi,0,vihsd
"""ngọc giàu đại xem mà không cầm được nước_mắt cha_mẹ chỉ biết cho không biết đòi con_cái chỉ biết đòi không biết trả""",0,vlsp
làng này là căng đét,0,vihsd
tâc nhiêng ông trân dân con manh khoe  .. chuc ông khoe con noi zui nghe...tâc nhiêng....ok vây la ca thê gioi quanh no luôn viêt nam pha tan đai luc thanh 6 nuoc tâc nhiêng tran dan noi nho trump.....tâc nhiêng....binh tri tu bê...,0,vihsd
"""nguyễn_thành vương""",0,vlsp
"""bên em chuyên lắp_đặt hệ_thống camera giám_sát cho quán tại hà_nội có nhu_cầu lắp camera báo em nhé tất_cả các loại camera bên em đều có ngon bổ rẻ call zalo hân_hạnh được phục_vụ""",0,vlsp
"""vl dép hiệu nike""",0,vlsp
"bây giờ mà mưa một cái thì tha hồ ngồi nhom nhem có lũ chết thèm, trong này ấm cúng có gái có rượu, chúng mày ngoài đó có thèm ko. lêu lêu",0,vihsd
sống tốt đi đừng cà khịa kẻo chim ỉa lên đầu :),0,vihsd
đổi cờ hay kỳ gì cũng không đổi cái rẻ rách 3/ đâu nha bác :),2,vihsd
,0,vihsd
"""cúc_họa mi em nó quá xinh mấy hoa thêu thun lụa bảo trân""",0,vlsp
"""xịn sò vl""",0,vlsp
"""vũ_ngọc nhi trau""",0,vlsp
"""kbt""",0,vlsp
ilove you too,0,vihsd
nhac nghe chan vl,1,vihsd
ai nhập mẻ dậy trời . hôm nay mới xem  đồ bại hoại he....,0,vihsd
"""thái tân le phục_vụ cho nhu_cầu ăn vặt của và các chị đẹp nên gom mận sơn la chính người quen của hái gửi vô đam bao giòn ngon xốc muối ớt thì ôi_thôi giá kg ai ăn đặt_hàng gom gửi vô luôn chứ xa lần gửi lầm khó""",0,vlsp
"""giang quen vl""",0,vlsp
"""nguyễn_tiến vl hahak""",0,vlsp
phùng bảo anh chết vì gái thật là tê tái,0,vihsd
chửi sẻ mang khẩu nghiệp đó,0,vihsd
pha sấy đi vào lòng ng,0,vihsd
"""man lắm fan cứng vl""",0,vlsp
"""đauuu vcl""",0,vlsp
"""nguyễn_thị kim_ngân di_bien dep lm đó bn""",0,vlsp
ế quá nên sale à thầy,0,vihsd
@thanh tùng nguyễn bùny,0,vihsd
:v bắt gặp ở đâu vậy br,0,vihsd
"""yến hải có mệ""",0,vlsp
alo a độ ơi,0,vihsd
"""ae nha no ti nh ca ghê nguyễn_đức thiện hoàng tuyết and luong nguyen""",0,vlsp
khi mà nỗi lo cơm áo gạo tiền nó đè lên vai thì tết càng ngày nó càng nhạt dần,0,vihsd
"cứ chờ xem , chưa nói đc gì chứ ngày thu 10.000ty chứ ít méo đâu",0,vihsd
"""hể mấy giờ tới long hoà_vậy hữu""",0,vlsp
cũng ông này lúc trước gài bẫy ông long. nhưng con ông ta ko nhận và sau đó nộp 10triu cho ca. ông ta ko biết rồi đi vòi vĩng ông long (cán bộ y tế). kết quả: bị kiện ngược lại vì tội gài người khác. đoạn ghi âm ấy mấy thánh đọc trên báo đi nhé,0,vihsd
"""không có thời_gian chăm_sóc chó lớn cần chuyển_nhượng lại cho bạn nào có nhu_cầu bé alaska giới_tính cái tuổi nặng khoản kg khung xương lớn thích_hợp nuôi ss ai có nhu_cầu mình chó bến tre""",0,vlsp
xd,0,vihsd
chj ơi từ thiện đi,0,vihsd
cô minh hiếu gần nhà mình nè có dịp mình sẽ làm clip thăm nhà cô minh hiếu nên mọi người ủng hộ mình nha,0,vihsd
"""nguyễn_mymy kini beauty center xăm vì đam_mê nên giảm_giá_ cho các chị_em lun nè ngoài những mẫu này ra bạn thích mẫu nào chỉ cần cho kini để hẹn lịch thôi nha nguyễn_trãi phường nguyễn_cư trinh quận_tp hcm am pm""",0,vlsp
tội anh be,0,vihsd
khoảng cách sẽ không xa nếu hai ta coi nhau là tất cả,0,vihsd
anh trung bóng lộn sa đéc,2,vihsd
"nghe lần đầu thấy dở, nghe 2 3 lần (có loa) lại nghiện",0,vihsd
"""cầm điện_thoại lên là check bill mỗi ngày do công_việc nên không post khoe mà giờ hàng đâu mà giao cho bà tđl le thanh check xong off trốn bả luôn giờ em đi giao khách lẻ đây bill thật nói không với bill ảo cần tìm đồng_đội hợp_tác kiếm tiền làm_giàu ai có máu kinh_doanh cứ sẽ hỗ_trợ hết_mình nè đặng_mực ngô_đăng đananh and anh kiet ngo""",0,vlsp
"""năm không gặp thành luân lê_ngọc liên""",0,vlsp
"""phan_linh tin người vl""",0,vlsp
"""huệ hưởng posted an item for sale""",0,vlsp
"gel rửa tay khô mini đi ạ , chỉ từ 70k/c . hàng chuẩn usa",0,vihsd
sự xoăn,0,vihsd
"""thùy thanh lê_linh lê_bớt nghiệp rồi""",0,vlsp
cô ấy không tìm được người tốt hơn bạn để so sánh thì sao,0,vihsd
"""cuối tuần này nhà_minh co ai từ chợ mới bk xuống bgiang nhu_tran hopeful""",0,vlsp
mixigaming lên tên anh,0,vihsd
"""thích nghe lía hát vl""",0,vlsp
@chiến trần tao lao.,1,vihsd
lại là qn của mình :(((,0,vihsd
"""đời đúng đen đài lê_thành crazy""",0,vlsp
"""buồn vl tn""",0,vlsp
"""oke cậu thân_ái vĩnh_biệt""",0,vlsp
mcvmedia bà này đeo vàng nhiều quá nhg ko biết có phải vàng thiệt ko đâyhay giống như ông gì lúc trước đeo toàn vàng giả nhìn màu sắc sợi dây chuyền giống như đồng ( cu ) vậy,0,vihsd
"""cool vl lạnh_lùng""",0,vlsp
trong mọi tình huống khó xử,0,vihsd
ả con nè ba,0,vihsd
dân lưu vong vào sủa đi kìa =))),2,vihsd
quang hưng nguyễn mỹ,0,vihsd
abe ochco =))),2,vihsd
vừa giàu lại có nhận thức tốt còn gì bằng :)),0,vihsd
"""lâm hoài đặng_lâm xin mọi người đừng ăn thịt chó danongbui""",0,vlsp
"""ngọc_baka nha xinh cực""",0,vlsp
"""chien phan_dkm may thu dat vi vao que ngoc hai di""",1,vlsp
cái lông mày hơi khác,0,vihsd
"""nghe muốn nứng vl""",1,vlsp
"""siêng_năng tóc tóc đẹp như mong_đợi xài thứ mình bán bán thứ mình xài bồ_kết xài phải tháng hơn mới hết đó khách thì khách thấy liệu mà dùng hơn tháng thì có đắt ko lần chỉ có vài nghìn bồ_kết kích mọc làm dày dài siêu nhanh khi sd chung với xịt bưởi thiên_di""",0,vlsp
ngèo quá phải ăn bánh mì :<,0,vihsd
"""kiều tiên mien tay vao lai ca nha oi""",0,vlsp
"""bắp bò tây nguyên về cực nhiều bắp bò tây nguyên là món cực ngon với cực hot_nha mng bò bắp ăn_không đã ngon rồi nên bắp bò mà làm bò khô thì siêu tuyệt_vời luôn ai chưa bao_giờ ăn nên ăn thử ko quá uổng_phí đó hộp gr ăn là đã luôn""",0,vlsp
ghê ta .10 năm trước có tính năng livetreems..ủa sao mình ngu dữ z ta pt dị lúc trước livetreems rồi,0,vihsd
quỳnh phạm sao nào hơ nì?,0,vihsd
"""hum nào test thử nha em nhi thiên""",0,vlsp
"""theo thống_kê trung_bình của quý đầu năm thì một đứa con trai tuổi sẽ tiêu_xài khoảng triệu tháng tiền cà_phê_triệu cho những cuộc ăn_uống với bạn_bè và khoảng triệu tiền thuốc chữa bệnh_chém gió""",0,vlsp
"""lại cuối tuần rồi cả nhà có kế_hoạch gì cho ngày hôm_nay chưa tạm gác lại mọi công_việc để_dành thời_gian cho gia_đình và bản_thân mình thôi cả nhà_chúc mọi người có một ngày cuối tuần vui_vẻ và nghĩa bên gia_đình và bạn_bè nhé""",0,vlsp
"""và sau_này cũng biến thành nyc""",0,vlsp
hỏng bồi thường cũng từ tiền của dân ra hết đm phải bỏ tù nó nếu nó lộng quyền thì mới đúng,2,vihsd
"""nguyễn_mạnh ta chi du li ch bu tuổi thanh_xuân em đã dành hết cho chồng_con xem thêm cận_cảnh cặp rắn hổ mây khổng_lồ dài nặng kg""",0,vlsp
"""ke toan ace mẹ là siêu cmn nhân""",0,vlsp
ai giỏi photoshop làm cho a tôi cười lên phát đc không ???,0,vihsd
abe làm hết rồi đó < 3,0,vihsd
"""mạnh đức hb sport phú_quốc tối nay shop sale sập sàn cùng các phần quà hấp_dẫn quần_áo giầy_dép mũ_nóm balo túi sách ai sẽ là người_máy nắm nhỉ đừng bỏ lỡ nhé khách yêu cực thú_vị luôn đc kp duơng đông phú quốc""",0,vlsp
bờ kè cống sóm mình còn zầy hơn,0,vihsd
"""buồn_thiệt mà nguyễn_anh khương salt god mẹ nó buồn vl ra cre on vid""",0,vlsp
bùi đức hậu lừa cả đấy :<,0,vihsd
"""trần_văn_minh nguyễn_tối nay time trương trình quay số lần sim vnd giá bán vnd live so game bán số đẹp giá time nhận sms số sim trả trước bước like chia_sẻ bài viết lên trang cá_nhân và để chế_độ công_khai bước dùng sms tên facebook chot gửi bước cmt và mã_số lên bài ví_dụ""",0,vlsp
"minh thich the gioi thu ba lam , khi ho that tha, ho that tha lam luon. minh kg phai la the gioi thu ba, nhung minh thich choi voi ho. da so nguoi tot nhieu hon nguoi xau.",0,vihsd
thầy bình luận cho thêm điệu cười đáng yêu của thầy nữa vào:)),0,vihsd
